Cust_No,avg_order_size,avg_order_freq,crossbuy,multichannel,per_sale,tenure,return_rate,married,own_home,household_size,loyalty_card,income,age,avg_mktg_cnt,zip_code,segment
558,14.36875,0.727272727,3,1,0.2,24,0.0,1,1,5,1,85,69,3.75,21701,1
559,54.5,0.666666667,1,1,0.0,2,1.0,0,0,2,1,35,57,10.5,19111,2
560,22.75,0.222222222,1,1,0.333333333,40,0.379120879,1,0,1,1,165,61,1.775,20906,1
561,14.125,0.470588235,1,1,0.0,15,1.203539823,1,1,3,1,50,21,3.866666667,8753,3
562,38.0,0.272727273,1,1,0.0,2,0.0,1,1,1,1,35,70,13.5,20194,2
563,125.0,1.2,3,1,0.166666667,7,0.0,0,1,2,1,170,21,12.57142857,22611,5
564,39.33333333,1.5,1,1,0.0,3,0.0,0,1,1,1,65,21,2.333333333,21035,2
565,35.96969697,1.5,4,2,0.25,40,0.450716091,0,0,1,0,35,76,4.825,22304,1
566,18.25,0.444444444,2,2,0.0,4,0.0,1,0,8,0,155,21,6.5,21042,3
567,33.5,0.055555556,1,1,0.0,14,0.0,1,1,1,1,35,21,3.142857143,7728,3
568,30.88625,1.538461539,4,2,0.178571429,36,0.059087782,1,0,1,1,135,46,9.5,21093,1
569,103.5,0.2,2,2,0.0,4,0.0,1,0,1,0,95,86,25.75,22032,5
570,24.87464789,4.733333333,6,2,0.285714286,24,0.15681445,1,1,1,0,130,56,11.125,8648,1
571,15.72222222,0.75,4,1,0.0,13,0.406360424,0,0,5,1,35,36,6.846153846,8098,3
572,53.1875,1.333333333,2,1,0.0,3,0.068155112,0,1,4,1,90,39,18.0,22304,2
573,22.36578947,0.612903226,4,1,0.25,40,0.0,0,0,4,1,145,24,4.95,21204,1
574,35.51971831,7.1,5,2,0.327586207,16,0.082457671,0,0,4,1,35,21,24.4375,8691,6
575,34.13823529,3.4,2,3,0.058823529,5,0.0,0,1,1,1,55,76,15.0,21032,3
576,33.50555556,1.5,2,1,0.692307692,40,0.0,1,0,2,1,130,21,3.625,22124,1
577,32.5,1.333333333,3,2,0.0,3,0.761538462,1,1,8,0,35,60,9.666666667,22124,3
578,11.89111111,1.875,7,2,0.105263158,18,0.566249299,0,1,1,0,160,36,15.0,20817,3
579,30.6375,3.2,3,2,0.444444444,21,0.309771522,1,0,1,0,105,68,2.666666667,20850,1
580,24.58194444,4.0,2,2,0.05,4,0.366065879,0,1,1,1,70,21,32.75,8037,6
581,30.85,0.4375,2,2,0.2,40,0.157443853,1,0,1,1,160,75,1.225,22124,1
582,20.35348837,3.583333333,5,2,0.868421053,10,0.101519653,1,1,1,1,35,45,26.4,21030,3
583,31.73153153,4.625,5,1,0.177419355,40,0.383368349,1,0,4,0,145,77,9.65,19119,1
584,28.91027397,4.5625,5,1,0.392156863,40,0.370939847,1,0,2,0,105,21,8.525,8527,1
585,17.38181818,1.692307692,4,2,0.066666667,14,0.065376569,0,1,1,0,160,35,6.285714286,20136,3
586,22.0,0.333333333,1,1,0.0,3,0.0,0,1,1,0,55,21,8.0,20850,3
587,23.11305419,16.91666667,5,2,0.228571429,29,0.229201078,1,1,1,1,175,94,14.96551724,8088,1
588,30.16666667,0.666666667,1,1,0.0,3,0.546961326,0,1,1,1,70,38,13.0,19446,3
589,7.25,0.2,2,1,0.0,4,0.0,1,1,8,1,35,21,10.5,8226,3
590,23.77021277,7.05,6,2,0.666666667,40,0.044158014,1,0,2,1,35,21,12.525,20878,1
591,12.67727273,2.75,4,2,0.0,2,0.336679814,0,1,6,0,35,40,22.5,21794,3
592,42.8125,0.727272727,1,1,0.0,6,0.0,0,1,2,1,90,81,10.33333333,21122,2
593,46.78571429,1.75,2,2,0.0,1,0.51908397,1,1,4,1,35,27,38.0,22193,6
594,44.48571429,2.1,5,2,0.05,8,0.038535646,0,1,5,1,45,25,7.625,8055,2
595,51.83333333,0.428571429,2,1,0.5,22,0.758842444,0,1,5,0,35,21,2.090909091,21117,2
596,11.17272727,0.846153846,1,1,0.4,34,0.0,0,0,5,0,110,21,1.705882353,21113,1
597,54.66666667,0.214285714,2,1,0.0,10,0.0,0,1,1,1,35,81,12.5,20165,2
598,27.0,0.083333333,1,1,0.0,5,0.0,0,1,5,1,125,21,7.2,20109,3
599,27.02317073,1.28125,4,2,0.038461539,29,0.049641229,1,1,1,1,170,35,6.310344828,8204,1
600,21.91333333,5.769230769,4,2,0.027027027,9,0.112564649,1,1,8,1,35,68,36.44444444,22308,6
601,93.09090909,0.6875,2,1,0.166666667,7,0.563476563,0,0,1,1,155,59,18.85714286,21236,5
602,59.0,0.166666667,1,1,0.0,7,0.0,1,1,1,0,150,66,3.571428571,20912,2
603,47.21818182,0.392857143,2,1,0.2,40,0.132845591,1,0,1,0,35,21,5.5,21158,1
604,40.65909091,2.315789474,5,2,0.064516129,17,0.391000559,0,0,1,1,35,30,20.82352941,20155,2
605,11.5,3.0,1,1,0.0,3,0.0,0,1,1,0,175,31,4.666666667,22309,3
606,35.07142857,0.736842105,4,2,0.153846154,29,0.048879837,1,0,6,1,140,21,7.034482759,23113,1
607,15.05,0.375,4,2,0.0,14,0.143964563,0,1,3,0,35,53,2.5,8035,3
608,8.36,1.388888889,1,1,0.0,16,4.966507177,0,0,1,1,35,30,9.5,8034,3
609,32.6,0.909090909,3,2,0.0,11,0.0,0,1,1,1,55,89,1.363636364,20194,3
610,41.49541667,5.454545455,4,2,0.02247191,19,0.072698792,1,0,1,1,145,54,22.42105263,22031,2
611,33.121875,1.714285714,4,2,0.04,35,0.495015253,1,1,1,0,35,21,9.742857143,20158,1
612,30.0,0.043478261,1,1,0.0,22,0.0,1,0,1,0,175,70,0.772727273,8753,1
613,39.0,0.142857143,1,1,0.0,1,0.0,0,0,3,0,35,55,14.0,19446,2
614,24.87823529,31.875,6,2,0.300813008,21,0.012373994,1,1,1,0,135,37,1.238095238,22213,1
615,34.33333333,1.2,2,1,0.0,4,0.0,0,1,5,1,65,38,14.5,22306,3
616,37.75,0.153846154,1,1,0.0,12,0.0,1,0,1,1,60,21,4.166666667,21158,2
617,40.75,0.266666667,2,1,0.0,10,0.0,0,1,6,0,55,30,6.5,22901,2
618,43.16666667,0.666666667,2,1,0.0,1,0.0,0,0,1,1,85,21,99.0,8080,0
619,40.95625,4.363636364,7,2,0.564516129,40,0.210247215,1,1,2,0,170,67,6.675,21229,1
620,35.45517241,1.611111111,1,3,0.043478261,10,0.031608637,1,1,3,1,105,55,8.3,8753,3
621,9.8,0.185185185,1,1,0.0,22,0.0,1,1,6,0,85,21,2.727272727,8043,3
622,25.834375,1.6,4,2,0.066666667,16,0.07136809,1,0,2,1,155,21,4.75,22204,3
623,169.0,0.5,1,1,0.0,1,0.0,1,0,1,0,35,75,8.0,19446,5
624,42.0,0.666666667,5,1,0.0,4,0.0,0,0,1,1,75,21,32.5,8033,6
625,20.42857143,0.368421053,3,1,0.0,6,0.0,0,1,5,0,35,40,17.0,21136,3
626,20.13333333,1.363636364,3,1,0.0,12,0.586092715,0,1,6,0,35,21,8.916666667,19446,3
627,25.0,1.5,1,1,0.0,2,0.0,0,1,1,0,40,34,6.5,20170,3
628,57.0,0.130434783,1,1,0.0,8,0.730994152,0,0,3,1,95,65,8.5,22302,2
629,95.0,0.125,1,1,0.0,8,0.0,1,1,2,0,95,55,4.375,20906,5
630,33.5,0.096774194,2,1,0.0,27,0.0,1,0,4,1,85,32,4.666666667,19087,1
631,21.0,0.076923077,1,1,0.0,3,0.0,0,1,5,1,35,21,23.0,8701,3
632,528.25,0.363636364,1,1,0.0,2,0.0,0,1,2,1,35,71,62.0,20816,4
633,50.0,0.25,2,1,0.0,16,0.0,0,0,3,1,35,21,4.5,23229,2
634,24.5,0.055555556,1,1,0.0,8,0.0,0,1,8,1,35,72,3.25,22015,3
635,36.75,0.105263158,1,1,0.0,17,0.0,1,0,1,1,35,21,2.882352941,22039,2
636,19.41578947,0.826086957,3,1,0.25,40,0.612496612,1,0,4,0,35,53,3.55,22201,1
637,44.16666667,0.5625,3,2,0.0,1,0.0,1,0,1,0,95,21,136.0,20171,0
638,23.07142857,2.0,2,1,0.428571429,31,0.885448916,0,1,7,1,55,62,2.838709677,21146,1
639,60.0,0.142857143,1,1,0.0,3,0.0,0,0,1,1,35,21,9.333333333,8050,2
640,8.0,0.6,1,1,0.0,3,0.0,1,0,3,1,110,86,7.333333333,19006,3
641,37.94444444,0.692307692,2,1,0.0,9,0.0,1,0,1,0,35,54,10.77777778,22315,2
642,60.0,0.166666667,1,1,0.0,6,0.0,0,0,6,0,170,29,5.166666667,22066,2
643,41.92857143,0.368421053,3,2,0.0,10,0.0,0,0,3,0,35,21,17.1,22304,2
644,31.76666667,1.071428571,3,1,0.0,1,0.0,1,1,5,1,45,21,162.0,8065,0
645,27.0,0.5,1,1,0.0,2,0.0,0,1,8,1,80,84,6.5,8003,3
646,13.25,0.375,1,1,0.0,2,0.0,0,1,1,0,35,21,10.0,21401,3
647,3.777777778,4.5,1,1,0.0,2,1.147058824,0,1,1,1,70,42,7.5,8332,3
648,101.0,1.0,2,2,0.0,4,0.0,0,0,1,0,35,21,9.0,21234,5
649,33.54607843,2.125,4,2,0.239130435,40,0.027150247,1,1,4,0,85,21,9.65,8060,1
650,38.25,0.235294118,3,1,0.0,4,0.0,1,0,2,1,120,37,25.75,19046,6
651,55.9,1.523809524,3,2,0.260869565,40,0.0,1,0,4,1,45,21,4.8,20181,1
652,47.78,2.5,3,2,0.4,7,0.0,0,0,5,1,35,53,1.142857143,20904,2
653,33.97368421,3.166666667,1,2,0.0,2,0.0,1,1,6,0,60,77,35.5,21403,6
654,30.35147059,1.47826087,4,2,0.6,40,0.019332332,1,1,1,0,130,21,3.175,19130,1
655,93.22,7.0,4,2,0.037037037,3,0.029423484,0,0,1,1,60,21,28.0,8108,5
656,29.19642857,5.6,4,2,0.0,6,0.362079511,0,1,1,1,35,21,14.83333333,8022,3
657,43.49111111,7.5,5,3,0.027027027,4,0.060293291,0,0,1,0,40,54,50.5,8108,6
658,56.0,0.05,1,1,0.0,9,0.0,1,0,1,1,80,21,4.777777778,22015,2
659,22.55263158,1.0,2,1,0.0,17,0.0,1,1,2,1,35,77,3.764705882,20744,3
660,29.66666667,0.176470588,1,1,0.0,8,0.0,0,1,1,1,35,37,0.5,20814,3
661,22.29411765,1.307692308,3,3,0.076923077,13,0.0,0,1,1,0,60,48,6.230769231,20165,3
662,50.35714286,0.291666667,3,1,0.0,21,0.0,1,0,2,1,65,21,5.714285714,21212,2
663,54.8125,3.555555556,5,2,0.0,2,0.454960091,0,0,3,1,140,32,157.0,20148,0
664,56.975,0.117647059,2,1,0.5,40,0.0,1,0,1,1,115,55,1.6,20169,1
665,12.33,0.625,4,1,0.0,9,1.175723168,0,1,1,0,35,21,13.33333333,22207,3
666,28.84230769,0.541666667,3,2,0.0,6,0.096012802,0,0,3,0,35,22,13.0,22308,3
667,18.33333333,0.428571429,1,1,0.0,3,0.0,0,1,7,0,40,95,10.66666667,23233,3
668,30.10930233,3.071428571,5,3,0.0,15,0.089982235,0,0,5,1,165,21,13.33333333,21044,3
669,33.8027027,2.846153846,5,3,0.0,25,0.161909331,1,1,1,0,55,30,17.24,20816,1
670,49.5,0.052631579,1,1,0.0,7,0.0,0,0,1,0,35,21,5.428571429,20906,2
671,18.13846154,2.785714286,4,2,0.291666667,11,0.465238903,1,1,1,1,70,21,3.272727273,21228,3
672,23.565,0.454545455,3,2,0.888888889,40,0.250371313,1,0,3,1,105,40,2.025,23185,1
673,31.82971698,4.076923077,5,2,0.189873418,3,0.084752293,0,1,7,0,35,33,138.3333333,21146,0
674,70.9,0.714285714,3,1,0.0,8,0.0,0,0,3,1,75,60,7.125,19046,2
675,39.94090909,4.4,6,2,0.0,7,0.312393308,1,0,1,1,50,21,21.0,21044,2
676,199.0,0.25,1,1,0.0,4,0.0,0,0,1,1,115,21,5.75,20705,5
677,52.1,0.217391304,3,1,0.0,11,0.0,0,0,1,0,75,70,5.909090909,21401,2
678,22.68111111,8.181818182,6,3,0.03125,25,0.394454514,1,0,1,0,175,88,15.28,22033,1
679,31.625,1.6,2,2,0.0,4,0.434782609,0,1,8,1,125,51,17.25,21114,3
680,26.0,0.083333333,1,1,0.0,9,0.0,1,1,1,1,35,21,4.111111111,8402,3
681,24.97826087,1.769230769,3,1,0.0,4,0.056570931,1,1,8,1,35,97,40.0,22601,6
682,64.0,0.333333333,1,1,0.0,3,0.0,0,1,6,1,35,66,6.333333333,20151,2
683,15.40833333,2.666666667,3,2,0.444444444,35,0.562466198,1,0,3,1,50,59,1.714285714,20136,1
684,23.30746269,5.153846154,5,3,0.098039216,15,0.140240779,0,1,1,0,115,21,16.13333333,20816,3
685,40.884375,2.285714286,4,3,0.027777778,24,0.14522663,1,0,5,1,110,21,7.416666667,19004,1
686,24.25,0.235294118,1,1,0.0,18,1.0,1,1,6,1,35,24,4.222222222,8520,3
687,17.303125,1.066666667,3,2,0.5,40,0.530612245,1,1,1,0,165,29,3.225,7726,1
688,39.81052632,1.0,3,2,0.25,36,0.497752512,1,0,2,1,90,21,1.527777778,22039,1
689,13.875,0.888888889,1,2,0.0,8,0.0,0,1,5,1,55,23,2.75,20817,3
690,45.27777778,1.285714286,5,2,0.0,6,0.231901841,0,0,3,0,95,21,54.66666667,8648,6
691,8.5,0.266666667,1,1,0.0,12,0.5,0,1,1,1,50,34,2.333333333,22041,3
692,47.8,1.0,4,2,0.0,2,0.0,1,1,1,1,35,47,81.0,20854,6
693,32.43064516,1.722222222,4,1,0.0,11,0.0,0,1,1,1,75,81,24.27272727,21286,6
694,28.94324324,2.055555556,4,1,0.08,14,0.363666075,0,1,1,0,70,21,20.78571429,22306,3
695,36.66666667,0.5,3,2,0.0,12,0.0,0,0,1,0,40,21,8.916666667,8330,2
696,31.1,0.416666667,1,2,0.0,7,0.0,1,1,8,1,35,23,9.285714286,23229,3
697,48.5,1.2,1,2,0.0,5,0.082474227,1,1,1,1,105,47,9.4,19149,2
698,27.41744186,4.3,6,2,0.086206897,2,0.275244921,1,1,5,0,145,21,194.5,19027,0
699,18.18333333,1.111111111,2,2,0.0,14,0.318056829,0,0,1,0,85,89,2.714285714,21146,3
700,31.2075,1.176470588,3,2,0.214285714,30,0.0,1,0,2,1,125,26,1.633333333,19006,1
701,27.46888889,11.25,7,2,0.147928994,40,0.239422377,1,0,7,0,70,30,13.05,24060,1
702,7.5,0.105263158,1,1,0.0,13,0.0,0,1,1,1,35,73,1.615384615,21136,3
703,28.38888889,0.692307692,2,2,0.0,9,0.0,0,1,6,0,95,47,8.888888889,8026,3
704,39.0,0.318181818,2,1,0.0,21,0.432234432,0,1,2,0,110,46,6.761904762,8402,1
705,35.72564103,1.95,5,3,0.117647059,29,0.042345511,1,0,6,1,130,65,9.551724138,21090,1
706,50.30769231,1.0,3,3,0.230769231,11,0.0,0,0,1,1,145,21,12.63636364,21054,2
707,69.0,0.083333333,1,1,0.0,3,0.0,1,0,1,1,105,21,3.333333333,22151,2
708,99.475,1.0,1,1,0.5,8,0.0,0,0,1,1,70,21,1.25,22193,5
709,23.27857143,1.0,2,1,0.6,40,0.218881047,1,1,1,1,35,76,3.25,20782,1
710,34.56666667,0.789473684,5,2,0.071428571,9,0.133076181,0,1,3,0,65,21,20.22222222,19446,3
711,23.45420168,19.83333333,6,2,0.112676056,4,0.344565665,0,1,4,1,150,24,13.0,22207,3
712,37.85945946,3.083333333,3,2,0.115384615,7,0.116719018,0,1,1,0,40,27,30.0,22311,6
713,56.35869565,2.875,4,1,0.0,11,0.346769528,0,0,6,1,35,68,30.18181818,19087,2
714,35.95510204,2.041666667,1,1,0.025,6,0.02156885,0,1,1,1,130,34,14.33333333,19149,3
715,37.79076923,10.83333333,5,1,0.127272727,8,0.0,0,0,5,0,110,48,33.375,21401,6
716,23.5,0.222222222,1,1,0.0,13,0.0,1,1,5,1,35,21,1.538461538,22209,3
717,26.49,0.833333333,1,1,0.777777778,40,0.143450359,1,0,2,0,135,21,4.975,22407,1
718,16.5,1.5,1,2,0.0,3,0.0,1,1,5,1,35,37,5.666666667,20169,3
719,42.0,0.294117647,1,1,0.0,7,0.0,0,0,3,0,75,21,12.42857143,20186,2
720,49.27272727,0.916666667,3,2,0.0,17,0.366236162,0,0,4,0,120,21,9.941176471,22203,2
721,14.66666667,3.0,1,1,0.0,1,0.0,1,1,8,0,35,34,4.0,22304,3
722,31.31027397,3.476190476,5,1,0.038461539,12,0.222146873,0,1,8,1,35,56,36.0,8550,6
723,9.8,5.0,1,1,0.0,2,0.0,1,1,2,0,35,85,0.5,21093,3
724,36.35333333,3.461538462,3,1,0.170731707,19,0.04829146,0,0,2,1,35,21,16.84210526,19002,2
725,16.0,0.08,1,1,0.0,10,0.0,0,1,6,1,50,29,11.6,20854,3
726,17.25,0.444444444,1,1,0.0,5,0.0,0,1,3,1,35,21,4.6,8691,3
727,32.0,0.541666667,2,1,0.0,8,0.173076923,1,1,1,1,80,21,15.25,8031,3
728,25.44444444,0.620689655,5,2,0.083333333,27,0.192139738,0,1,1,1,35,30,8.185185185,19087,1
729,38.125,0.235294118,1,1,0.0,2,0.0,0,0,5,0,35,56,33.5,19010,6
730,30.6,0.625,1,2,0.0,5,0.0,0,1,8,0,75,74,10.0,21136,3
731,32.0962963,2.842105263,5,2,0.023809524,11,0.097507501,1,1,1,1,125,25,22.72727273,22003,3
732,44.0,0.25,2,1,0.0,3,0.0,0,0,2,1,170,70,10.33333333,8534,2
733,40.0,0.545454546,2,1,0.333333333,22,0.0,1,0,1,1,50,75,1.5,8021,1
734,28.0,0.045454546,1,1,0.0,6,0.0,1,0,5,1,130,60,5.666666667,22304,3
735,41.44655172,1.318181818,4,2,0.230769231,40,0.013311702,1,0,1,1,35,21,5.375,19010,1
736,18.25,0.235294118,1,1,0.0,17,0.671232877,1,1,3,0,35,26,3.176470588,22314,3
737,37.22222222,0.391304348,3,2,0.0,12,0.0,0,1,1,0,95,24,9.333333333,20853,2
738,45.0,0.125,1,1,0.0,2,0.0,1,1,1,0,40,21,11.0,8540,2
739,24.44702381,5.25,7,2,0.590909091,20,0.298677899,0,1,1,1,35,46,19.4,8648,3
740,35.78333333,2.142857143,2,3,0.5,6,0.055798789,1,1,1,0,35,26,14.5,22026,3
741,32.0,0.095238095,1,1,0.0,6,0.0,0,1,1,1,85,87,6.333333333,21093,3
742,39.25,0.333333333,1,1,0.0,1,0.0,1,1,3,0,35,21,26.0,8094,6
743,28.46818182,1.375,3,3,0.25,18,0.634679866,0,0,1,0,40,81,1.611111111,20194,3
744,9.857142857,0.636363636,1,1,1.0,40,1.0,1,1,1,1,65,21,1.45,8753,1
745,6.725,0.4,1,2,0.5,23,0.0,0,1,1,0,60,45,1.173913043,21015,3
746,24.53333333,0.9375,3,2,0.0,5,0.369565217,0,1,1,0,35,61,9.0,20866,3
747,10.0,0.090909091,1,1,0.0,6,0.0,1,1,8,0,100,21,7.5,20833,3
748,38.58333333,0.375,2,2,0.0,15,0.228941685,1,0,1,1,35,21,3.733333333,21286,2
749,37.77272727,0.578947368,2,1,0.0,3,0.036101083,0,1,2,1,35,21,2.333333333,21044,2
750,41.71428571,1.75,1,1,0.0,3,0.0,0,0,3,1,130,21,11.0,20176,2
751,24.89285714,0.823529412,2,2,0.0,17,0.282639885,1,1,1,1,100,28,4.941176471,19083,3
752,35.20714286,0.7,4,2,0.071428571,10,0.0,0,1,2,1,35,47,9.8,19002,3
753,60.3,1.166666667,4,2,0.3,14,0.09002606,0,0,1,0,160,77,4.142857143,21204,2
754,91.55,1.25,5,2,0.291666667,40,0.174330967,0,0,1,1,160,84,6.5,20194,5
755,19.75,1.2,1,2,0.0,6,0.0,0,1,8,0,35,63,7.0,21136,3
756,36.0,0.041666667,1,1,0.0,9,0.0,1,1,1,1,35,44,3.666666667,8055,3
757,19.26923077,0.722222222,4,1,0.0,12,0.251497006,0,1,1,0,175,21,15.91666667,21014,3
758,38.79117647,1.416666667,5,3,0.375,4,0.104632648,1,1,4,0,35,52,43.5,22630,6
759,23.25512821,4.333333333,4,2,0.071428571,7,0.08159215,0,1,1,1,100,53,25.85714286,21286,6
760,33.0,0.294117647,2,2,0.0,10,0.0,1,1,5,0,35,21,2.6,20191,3
761,26.82758621,3.625,4,3,0.097560976,14,0.12596401,0,0,8,1,35,54,23.14285714,21771,3
762,37.0,0.25,1,1,0.0,6,1.0,0,0,1,1,35,50,3.833333333,8757,2
763,26.23,0.9375,3,2,0.0,2,0.203329521,1,0,2,1,35,28,97.5,8054,0
764,39.5,3.75,2,2,0.0,3,0.0,1,0,2,0,110,59,26.33333333,7728,6
765,27.20769231,0.722222222,2,1,0.545454546,40,0.09867119,1,0,7,1,125,44,4.475,8724,1
766,367.0,0.333333333,2,1,0.5,32,0.0,0,0,2,1,40,21,3.875,8055,4
767,16.6,5.0,1,1,0.0,2,0.0,0,1,8,1,35,85,0.5,20815,3
768,46.5,0.266666667,2,1,0.333333333,40,0.188172043,1,0,1,0,160,84,2.05,21014,1
769,37.0,0.1,1,1,0.0,11,0.0,0,0,2,0,145,38,1.727272727,22015,2
770,29.5,0.333333333,2,2,0.0,3,0.0,0,1,1,0,105,97,9.666666667,8054,3
771,36.25,0.666666667,1,2,0.0,7,0.0,1,0,4,0,125,21,8.142857143,20817,3
772,34.4530303,1.65,6,3,0.034482759,12,0.0,0,1,8,1,35,21,21.66666667,19114,3
773,28.79315069,3.041666667,5,2,0.088888889,31,0.511156573,1,1,1,1,90,22,11.96774194,8223,1
774,9.666666667,0.3,1,1,0.0,1,0.0,0,0,1,1,35,21,51.0,8234,6
775,82.83333333,1.090909091,3,2,0.0,4,0.521126761,0,1,2,1,165,28,34.75,23229,5
776,28.7,1.111111111,4,3,0.0,10,0.322299652,1,1,1,1,35,21,24.6,20155,6
777,21.25,0.333333333,2,2,0.0,9,0.0,0,1,1,1,40,21,6.111111111,21401,3
778,9.833333333,0.333333333,1,1,0.0,2,0.0,0,1,1,1,35,47,17.0,8005,3
779,49.5,0.5,1,1,0.0,3,0.0,1,0,4,1,90,21,3.666666667,19149,2
780,42.85714286,0.5,3,2,0.0,7,0.0,0,0,6,1,35,21,13.14285714,22203,2
781,43.32352941,1.214285714,3,2,0.0,11,0.0,0,1,4,1,35,37,16.36363636,20882,2
782,41.40231707,9.111111111,6,3,0.103448276,28,0.124146168,1,0,1,0,175,22,15.67857143,22046,1
783,28.15253165,4.9375,7,1,0.652173913,40,0.044940536,1,0,6,1,50,21,8.9,7728,1
784,32.8,0.238095238,1,1,0.0,2,0.219512195,0,1,7,0,60,85,33.0,20024,6
785,22.03345588,10.88,6,3,0.038961039,15,0.441232417,1,0,1,1,55,79,34.6,19053,6
786,64.5,0.066666667,1,1,0.0,12,0.0,1,0,6,1,35,21,2.083333333,19002,2
787,34.45454546,3.666666667,3,1,0.0,3,0.0,0,1,1,0,35,21,16.0,21228,3
788,13.0,0.2,1,1,0.0,4,0.0,0,1,1,1,35,29,2.0,21093,3
789,24.195,1.25,3,2,0.25,14,0.0,0,1,1,0,35,25,4.357142857,22181,3
790,27.975,0.117647059,1,1,0.5,16,0.0,1,1,8,1,35,35,7.9375,21012,3
791,45.0,0.058823529,1,1,0.0,10,0.0,0,0,4,0,100,79,2.8,22302,2
792,29.5,0.5,1,1,0.0,1,0.0,0,1,1,1,115,79,8.0,20905,3
793,19.41666667,1.3125,2,1,0.0,8,0.0,0,1,1,0,150,52,19.5,8225,3
794,25.7,3.25,3,3,0.238095238,8,0.088296917,0,1,4,1,35,80,19.75,8088,3
795,34.0,0.625,1,1,0.0,7,0.5,1,1,1,0,85,58,3.428571429,8089,3
796,45.84285714,0.7,2,2,0.5,14,0.299158616,0,0,1,1,35,21,7.428571429,20906,2
797,31.49166667,3.0,4,2,0.025641026,11,0.16671077,0,1,8,1,35,82,29.63636364,18940,6
798,55.0,0.333333333,1,1,0.0,4,0.0,0,0,2,0,170,21,5.5,19446,2
799,104.0,0.181818182,2,2,0.0,4,0.0,0,1,6,1,35,93,11.75,20904,5
800,25.34633333,1.25,3,2,0.038461539,13,0.137429477,0,1,8,1,35,70,20.0,22015,3
801,25.3826087,2.3,3,3,0.0,7,0.0,0,1,1,1,35,84,19.42857143,22209,3
802,17.84423077,1.3,1,1,0.083333333,21,0.161655351,0,1,1,1,150,50,0.238095238,22308,3
803,49.5,1.0,1,1,0.0,1,0.0,0,1,2,1,35,44,2.0,21401,2
804,63.4,1.111111111,3,2,0.0,9,0.0,0,0,2,1,35,28,10.77777778,20879,2
805,49.0,0.5,2,1,0.0,2,0.0,0,0,4,1,95,44,17.0,21212,2
806,22.0,0.333333333,1,1,0.0,7,1.0,0,0,3,1,105,70,3.857142857,20854,3
807,65.05555556,0.9,3,1,0.0,2,0.0,0,0,3,1,35,75,51.5,19083,6
808,37.0,0.086956522,2,2,0.0,5,0.0,0,0,2,1,35,21,16.6,22066,2
809,25.6,1.62962963,6,3,0.5,40,0.148259943,1,0,1,1,120,24,3.425,22003,1
810,109.0,0.2,1,1,0.0,3,0.0,1,1,1,1,130,23,9.0,19083,5
811,34.875,0.5,2,1,0.0,7,0.0,1,1,1,1,35,88,0.428571429,22180,3
812,42.34285714,0.368421053,2,1,0.333333333,40,0.134784076,1,0,1,0,75,25,3.325,21204,1
813,38.0,0.333333333,1,1,0.0,3,0.0,0,0,1,0,40,21,4.666666667,20817,2
814,30.95080645,2.818181818,5,2,0.022727273,12,0.220667553,0,1,8,0,105,58,19.41666667,23233,3
815,23.25,1.6,1,1,0.0,5,1.0,0,1,7,1,35,21,10.6,21401,3
816,30.32333333,7.5,5,2,0.666666667,14,0.252555788,0,1,8,1,35,21,6.785714286,20850,3
817,29.31666667,0.166666667,2,1,0.0,13,0.0,1,1,1,0,105,21,1.0,21042,3
818,36.0,0.043478261,1,1,0.0,1,0.0,0,1,2,1,75,53,87.0,19446,6
819,48.9,0.769230769,4,3,0.0,6,0.304703477,0,1,6,0,100,21,10.33333333,20024,2
820,15.16666667,0.5,1,1,0.0,1,0.0,0,1,1,0,35,21,19.0,22304,3
821,34.27777778,1.8,3,2,0.0,7,0.251215559,0,1,7,1,170,21,10.14285714,8043,3
822,45.125,0.5,1,2,0.0,5,0.0,1,0,1,1,35,21,16.4,8648,2
823,92.625,0.888888889,4,2,0.0,3,0.0,0,0,1,0,145,68,39.66666667,20152,5
824,32.2375,0.285714286,1,1,0.0,12,0.0,0,0,1,1,55,21,0.083333333,22311,3
825,40.64,2.333333333,6,2,0.233333333,13,0.089285714,0,0,1,0,35,21,23.84615385,21122,6
826,58.97608696,1.769230769,4,3,0.05,14,0.168823031,0,0,3,1,110,88,14.0,20176,2
827,29.25,1.0,1,1,0.0,4,0.0,0,1,5,0,100,63,8.25,22315,3
828,36.75,0.375,1,1,0.0,11,0.0,0,0,1,0,35,29,12.90909091,20850,2
829,40.5,2.666666667,2,2,0.0,3,0.0,0,0,1,1,150,76,10.33333333,8037,2
830,23.375,1.333333333,1,1,0.0,2,0.0,0,1,3,0,50,81,7.0,21048,3
831,45.0,0.125,2,1,0.0,5,0.340740741,0,0,1,1,35,64,8.6,21210,2
832,22.23529412,1.888888889,2,2,0.083333333,4,0.298941799,1,1,1,1,105,46,49.25,23233,6
833,17.871875,4.0,3,1,0.111111111,2,0.174680888,1,0,4,0,35,21,28.0,21144,6
834,65.176,1.041666667,3,1,0.12,38,0.0,0,0,5,1,100,28,7.131578947,22192,2
835,40.57142857,0.777777778,1,1,0.0,2,0.193661972,0,0,5,1,130,48,32.5,20874,6
836,22.66944444,2.842105263,6,3,0.333333333,40,0.428746477,1,1,1,0,35,21,2.825,18940,1
837,18.8625,0.148148148,1,1,0.333333333,40,0.0,0,1,1,1,170,21,1.925,21210,1
