"customer_id","revenue","number_of_orders","recency_days","purchase","zip_code","recency_score_indep","frequency_score_indep","monetary_score_indep","rfm_score_indep","recency_score_seq","frequency_score_seq","monetary_score_seq","rfm_score_seq"
4296,49.5,1,334,0,8091,2,1,1,"211",2,1,4,"214"
4297,99.4,3,271,0,8087,3,2,2,"322",3,3,1,"331"
4298,1465.95,28,11,0,8108,5,5,5,"555",5,5,3,"553"
4299,106,3,240,0,21114,3,2,2,"322",3,3,2,"332"
4300,29,1,309,0,21014,2,1,1,"211",2,1,2,"212"
4301,265.95,11,293,1,8050,2,4,4,"244",2,5,1,"251"
4302,51,2,47,0,21104,5,2,1,"521",5,1,3,"513"
4303,512.95,14,39,0,23113,5,5,4,"554",5,3,4,"534"
4304,39.5,3,37,0,20910,5,3,1,"531",5,1,2,"512"
4305,69,1,956,0,21114,1,1,2,"112",1,1,4,"114"
4306,102,2,844,0,20008,1,2,2,"122",1,3,4,"134"
4307,113,3,86,0,18901,4,3,2,"432",4,2,2,"422"
4308,925.95,29,348,0,22046,2,5,5,"255",2,5,5,"255"
4309,483,11,309,0,23185,2,4,4,"244",2,5,3,"253"
4310,75,1,397,1,8055,2,1,2,"212",2,1,5,"215"
4311,20,1,125,0,20912,4,1,1,"411",4,1,1,"411"
4312,98.95,3,8,0,21209,5,3,2,"532",5,1,4,"514"
4313,1449.65,42,111,1,20905,4,5,5,"455",4,5,4,"454"
4314,154.5,2,598,0,20110,1,2,3,"123",1,3,5,"135"
4315,492,16,67,0,8088,4,5,4,"454",4,4,2,"442"
4316,53,3,851,0,20879,1,3,1,"131",1,4,1,"141"
4317,234.5,8,310,0,19446,2,4,3,"243",2,5,1,"251"
4318,38,1,433,0,22202,2,1,1,"211",2,1,3,"213"
4319,473.95,14,43,1,19020,5,5,4,"554",5,3,4,"534"
4320,248,4,268,0,8610,3,3,4,"334",3,3,5,"335"
4321,793.6,21,54,0,20815,5,5,5,"555",5,4,3,"543"
4322,544,10,186,0,19446,4,4,5,"445",4,3,5,"435"
4323,1065,20,260,0,20170,3,5,5,"355",3,5,5,"355"
4324,305.5,7,262,1,22153,3,4,4,"344",3,4,3,"343"
4325,63.5,2,514,0,8753,2,2,2,"222",2,2,3,"223"
4326,108.5,3,21,0,21012,5,3,2,"532",5,1,5,"515"
4327,763.5,10,193,0,21014,4,4,5,"445",4,3,5,"435"
4328,51.45,2,637,0,21030,1,2,1,"121",1,3,2,"132"
4329,670.95,13,71,1,22205,4,5,5,"455",4,4,4,"444"
4330,129,1,236,0,8048,3,1,3,"313",3,1,5,"315"
4331,83,3,271,0,22182,3,3,2,"332",3,3,1,"331"
4332,1035.74,26,68,0,22405,4,5,5,"455",4,5,3,"453"
4333,143.45,4,275,0,21075,3,3,3,"333",3,3,3,"333"
4334,102,3,329,0,21224,2,3,2,"232",2,3,2,"232"
4335,448.8,13,19,0,8322,5,5,4,"554",5,3,4,"534"
4336,105.5,2,264,0,8053,3,2,2,"322",3,2,4,"324"
4337,29,1,207,0,20874,4,1,1,"411",4,1,1,"411"
4338,68,4,255,0,8873,3,3,2,"332",3,3,1,"331"
4339,247,3,377,0,8757,2,3,4,"234",2,3,5,"235"
4340,268,4,618,0,22030,1,3,4,"134",1,5,4,"154"
4341,44,1,216,0,23113,3,1,1,"311",3,1,3,"313"
4342,257,3,109,0,8053,4,3,4,"434",4,2,5,"425"
4343,732,7,144,0,8077,4,4,5,"445",4,3,5,"435"
4344,532.45,12,232,0,22043,3,4,4,"344",3,5,2,"352"
4345,65,2,18,0,19047,5,2,2,"522",5,1,4,"514"
4346,335.85,9,122,0,21030,4,4,4,"444",4,3,3,"433"
4347,156.95,3,269,0,8053,3,3,3,"333",3,3,3,"333"
4348,735.35,13,47,0,20816,5,5,5,"555",5,3,5,"535"
4349,24,1,632,1,19149,1,1,1,"111",1,1,1,"111"
4350,81.4,7,741,0,21212,1,4,2,"142",1,5,1,"151"
4351,136.9,6,65,0,8034,5,4,3,"543",5,2,2,"522"
4352,0,1,52,0,8003,5,1,1,"511",5,1,1,"511"
4353,69.45,4,661,0,20853,1,3,2,"132",1,5,1,"151"
4354,169.5,6,408,0,21015,2,4,3,"243",2,4,2,"242"
4355,122,3,265,0,23233,3,3,3,"333",3,3,2,"332"
4356,16,1,24,0,8016,5,1,1,"511",5,1,1,"511"
4357,59,1,257,0,20715,3,1,2,"312",3,1,4,"314"
4358,204.45,3,226,0,8036,3,3,3,"333",3,3,4,"334"
4359,39.5,1,266,1,18966,3,1,1,"311",3,1,3,"313"
4360,286,7,183,0,19004,4,4,4,"444",4,3,3,"433"
4361,205,5,882,0,22308,1,3,3,"133",1,5,3,"153"
4362,207,6,416,0,8022,2,4,3,"243",2,4,3,"243"
4363,39,1,340,0,20007,2,1,1,"211",2,1,3,"213"
4364,60,1,25,0,8648,5,1,2,"512",5,1,3,"513"
4365,91,2,265,0,21061,3,2,2,"322",3,2,3,"323"
4366,58.95,2,418,0,22205,2,2,2,"222",2,2,2,"222"
4367,591.45,11,88,0,22314,4,4,5,"445",4,4,3,"443"
4368,49.5,1,640,0,21784,1,1,1,"111",1,1,4,"114"
4369,356,7,292,0,8755,2,4,4,"244",2,4,5,"245"
4370,1017.95,22,219,1,8088,3,5,5,"355",3,5,5,"355"
4371,263.5,7,255,0,20882,3,4,4,"344",3,4,3,"343"
4372,31.45,4,873,0,22207,1,3,1,"131",1,5,1,"151"
4373,1044.85,17,269,0,21797,3,5,5,"355",3,5,5,"355"
4374,94.75,7,576,0,22191,1,4,2,"142",1,5,1,"151"
4375,49,1,535,0,20879,2,1,1,"211",2,1,4,"214"
4376,63.5,2,40,0,19119,5,2,2,"522",5,1,3,"513"
4377,27.9,2,564,0,20170,2,2,1,"221",2,2,1,"221"
4378,264.5,7,266,0,22150,3,4,4,"344",3,4,3,"343"
4379,74.5,5,5,0,20120,5,3,2,"532",5,2,1,"521"
4380,209,6,52,0,8096,5,4,3,"543",5,2,4,"524"
4381,612.3,22,13,1,22003,5,5,5,"555",5,4,2,"542"
4382,182,5,302,0,19038,2,3,3,"233",2,4,2,"242"
4383,3066,20,286,0,22314,2,5,5,"255",2,5,5,"255"
4384,225,5,295,0,21784,2,3,3,"233",2,4,3,"243"
4385,69,1,41,0,20906,5,1,2,"512",5,1,4,"514"
4386,170,4,227,0,23233,3,3,3,"333",3,3,3,"333"
4387,83.4,3,227,1,22030,3,3,2,"332",3,3,1,"331"
4388,311.45,7,57,0,22315,5,4,4,"544",5,2,5,"525"
4389,244,4,262,0,8742,3,3,4,"334",3,3,5,"335"
4390,49.9,2,829,0,8034,1,2,1,"121",1,3,2,"132"
4391,655.5,15,37,0,22315,5,5,5,"555",5,4,2,"542"
4392,761.45,18,16,0,20832,5,5,5,"555",5,4,3,"543"
4393,49.5,2,760,0,22903,1,2,1,"121",1,3,1,"131"
4394,487.9,15,479,0,20879,2,5,4,"254",2,5,3,"253"
4395,1782.75,32,139,0,20111,4,5,5,"455",4,5,5,"455"
4396,706.9,24,104,1,8057,4,5,5,"455",4,5,1,"451"
4397,149.45,5,28,0,21042,5,3,3,"533",5,2,2,"522"
4398,242.95,8,16,0,22192,5,4,4,"544",5,3,1,"531"
4399,1161,19,78,0,19128,4,5,5,"455",4,4,5,"445"
4400,148.5,2,302,0,21234,2,2,3,"223",2,2,5,"225"
4401,241.95,4,114,0,22151,4,3,4,"434",4,2,4,"424"
4402,1110.45,25,207,1,19087,4,5,5,"455",4,5,3,"453"
4403,108.5,3,635,0,8701,1,3,2,"132",1,4,3,"143"
4404,29,1,703,0,8003,1,1,1,"111",1,1,2,"112"
4405,249.5,7,239,1,8055,3,4,4,"344",3,4,2,"342"
4406,929.2,29,31,0,20707,5,5,5,"555",5,5,1,"551"
4407,1567,12,14,0,20141,5,4,5,"545",5,3,5,"535"
4408,612.9,10,96,0,22554,4,4,5,"445",4,3,5,"435"
4409,196.95,5,750,0,20151,1,3,3,"133",1,5,3,"153"
4410,34.5,2,688,0,20008,1,2,1,"121",1,3,1,"131"
4411,12.95,1,708,0,21784,1,1,1,"111",1,1,1,"111"
4412,6068.35,88,47,0,19010,5,5,5,"555",5,5,5,"555"
4413,297.45,13,40,0,8055,5,5,4,"554",5,3,2,"532"
4414,870.45,25,9,0,22102,5,5,5,"555",5,4,4,"544"
4415,469.3,7,76,1,22003,4,4,4,"444",4,3,5,"435"
4416,105,2,365,0,21093,2,2,2,"222",2,2,4,"224"
4417,120.9,4,109,0,21210,4,3,3,"433",4,2,2,"422"
4418,651.3,12,118,0,22182,4,4,5,"445",4,4,4,"444"
4419,78.5,3,20,0,19087,5,3,2,"532",5,1,4,"514"
4420,55,2,185,0,20191,4,2,1,"421",4,1,3,"413"
4421,469.95,11,800,0,22041,1,4,4,"144",1,5,5,"155"
4422,76,3,484,0,22046,2,3,2,"232",2,3,1,"231"
4423,1105.8,33,11,0,20148,5,5,5,"555",5,5,2,"552"
4424,130.5,6,143,0,8223,4,4,3,"443",4,3,1,"431"
4425,215,7,274,0,22202,3,4,3,"343",3,4,2,"342"
4426,649.5,15,15,0,21236,5,5,5,"555",5,4,2,"542"
4427,308.95,8,66,0,19087,4,4,4,"444",4,3,3,"433"
4428,452.3,21,68,0,22032,4,5,4,"454",4,5,1,"451"
4429,1064.65,24,122,0,22180,4,5,5,"455",4,5,3,"453"
4430,174,4,303,0,20904,2,3,3,"233",2,3,4,"234"
4431,882.35,21,11,0,22302,5,5,5,"555",5,4,4,"544"
4432,396,7,362,1,8648,2,4,4,"244",2,4,5,"245"
4433,1078.05,36,21,1,19038,5,5,5,"555",5,5,2,"552"
4434,146,3,353,0,22554,2,3,3,"233",2,3,4,"234"
4435,672,18,4,0,21042,5,5,5,"555",5,4,2,"542"
4436,257.5,5,218,0,23233,3,3,4,"334",3,3,5,"335"
4437,172.95,5,305,0,22152,2,3,3,"233",2,4,2,"242"
4438,74,2,19,0,8080,5,2,2,"522",5,1,4,"514"
4439,29,1,320,0,23229,2,1,1,"211",2,1,2,"212"
4440,144,3,374,0,23233,2,3,3,"233",2,3,4,"234"
4441,110,3,321,0,8088,2,3,2,"232",2,3,3,"233"
4442,244,5,694,0,8540,1,3,4,"134",1,5,3,"153"
4443,55.5,2,123,0,8757,4,2,1,"421",4,1,3,"413"
4444,243.5,4,644,0,20854,1,3,4,"134",1,5,3,"153"
4445,83,2,103,0,8108,4,2,2,"422",4,1,4,"414"
4446,1133,27,11,1,8742,5,5,5,"555",5,5,2,"552"
4447,711.4,20,124,0,21701,4,5,5,"455",4,5,1,"451"
4448,59,1,653,0,21030,1,1,2,"112",1,1,4,"114"
4449,168.5,3,643,0,23233,1,3,3,"133",1,4,5,"145"
4450,221,5,259,0,20874,3,3,3,"333",3,3,4,"334"
4451,521.85,13,258,1,20878,3,5,4,"354",3,5,2,"352"
4452,809.22,27,6,1,20194,5,5,5,"555",5,5,1,"551"
4453,85,2,25,0,21014,5,2,2,"522",5,1,4,"514"
4454,159,1,297,0,8004,2,1,3,"213",2,1,5,"215"
4455,49,1,264,0,20008,3,1,1,"311",3,1,4,"314"
4456,251,4,299,1,22405,2,3,4,"234",2,3,5,"235"
4457,168.5,2,257,0,21032,3,2,3,"323",3,2,5,"325"
4458,1119.15,18,36,0,20814,5,5,5,"555",5,4,5,"545"
4459,148,3,280,1,20186,2,3,3,"233",2,3,4,"234"
4460,99,1,961,0,20817,1,1,2,"112",1,1,5,"115"
4461,84,2,795,0,8759,1,2,2,"122",1,3,3,"133"
4462,66,2,715,1,22903,1,2,2,"122",1,3,3,"133"
4463,24,1,566,0,20176,2,1,1,"211",2,1,1,"211"
4464,995.5,24,140,0,8540,4,5,5,"455",4,5,2,"452"
4465,29,1,38,0,20904,5,1,1,"511",5,1,1,"511"
4466,279.5,8,23,1,21042,5,4,4,"544",5,3,2,"532"
4467,267,3,267,0,21042,3,3,4,"334",3,3,5,"335"
4468,1940.83,89,98,1,20191,4,5,5,"455",4,5,5,"455"
4469,56,1,144,0,21158,4,1,1,"411",4,1,3,"413"
4470,59.45,2,262,0,23185,3,2,2,"322",3,2,2,"322"
4471,435.9,11,73,0,20136,4,4,4,"444",4,4,2,"442"
4472,226.4,8,533,0,21701,2,4,3,"243",2,5,1,"251"
4473,155.95,7,32,1,8648,5,4,3,"543",5,2,3,"523"
4474,110,1,798,0,22207,1,1,2,"112",1,1,5,"115"
4475,75.5,3,214,0,19047,3,3,2,"332",3,3,1,"331"
4476,99,1,719,0,22301,1,1,2,"112",1,1,5,"115"
4477,82.9,2,210,0,8054,3,2,2,"322",3,2,3,"323"
4478,247,8,154,0,22207,4,4,4,"444",4,3,2,"432"
4479,486,6,19,1,19006,5,4,4,"544",5,2,5,"525"
4480,120.45,6,40,0,20190,5,4,3,"543",5,2,2,"522"
4481,42.5,1,763,0,20878,1,1,1,"111",1,1,3,"113"
4482,47,2,299,0,19111,2,2,1,"221",2,2,2,"222"
4483,34.5,1,269,0,21210,3,1,1,"311",3,1,2,"312"
4484,60,1,680,0,19446,1,1,2,"112",1,1,4,"114"
4485,554.45,10,285,1,20120,2,4,5,"245",2,5,4,"254"
4486,511.95,9,75,0,20187,4,4,4,"444",4,3,5,"435"
4487,12.95,1,52,0,20132,5,1,1,"511",5,1,1,"511"
4488,73,2,272,0,21044,3,2,2,"322",3,2,2,"322"
4489,149,1,298,0,21146,2,1,3,"213",2,1,5,"215"
4490,670.6,11,221,0,19004,3,4,5,"345",3,5,3,"353"
4491,403.95,10,265,0,19083,3,4,4,"344",3,5,1,"351"
4492,116,4,215,0,22039,3,3,2,"332",3,3,2,"332"
4493,527.4,10,99,0,20910,4,4,4,"444",4,3,5,"435"
4494,59,2,914,0,20165,1,2,2,"122",1,3,2,"132"
4495,59,1,122,0,21042,4,1,2,"412",4,1,3,"413"
4496,172.5,4,137,1,8093,4,3,3,"433",4,2,3,"423"
4497,349.75,9,98,0,20905,4,4,4,"444",4,3,4,"434"
4498,98.95,2,51,0,22207,5,2,2,"522",5,1,4,"514"
4499,1142.3,24,33,0,8037,5,5,5,"555",5,4,5,"545"
4500,241.5,5,114,0,8088,4,3,4,"434",4,2,4,"424"
4501,55,1,702,0,8724,1,1,1,"111",1,1,4,"114"
4502,489,9,119,0,19002,4,4,4,"444",4,3,5,"435"
4503,784,9,49,0,22039,5,4,5,"545",5,3,5,"535"
4504,859.95,23,7,1,20874,5,5,5,"555",5,4,4,"544"
4505,379,1,352,0,8204,2,1,4,"214",2,1,5,"215"
4506,123,2,72,1,8003,4,2,3,"423",4,1,5,"415"
4507,1443.2,36,69,1,20854,4,5,5,"455",4,5,4,"454"
4508,109,1,256,0,22046,3,1,2,"312",3,1,5,"315"
4509,69,2,512,0,21157,2,2,2,"222",2,2,3,"223"
4510,213.85,8,225,0,21108,3,4,3,"343",3,4,2,"342"
4511,221.5,6,239,0,21286,3,4,3,"343",3,4,2,"342"
4512,173,4,282,0,8724,2,3,3,"233",2,3,4,"234"
4513,1003.3,31,2,1,20170,5,5,5,"555",5,5,1,"551"
4514,124.5,6,143,0,19446,4,4,3,"443",4,3,1,"431"
4515,357.95,3,219,1,8033,3,3,4,"334",3,3,5,"335"
4516,409.3,13,138,0,21204,4,5,4,"454",4,4,1,"441"
4517,211,6,103,0,8048,4,4,3,"443",4,3,1,"431"
4518,1555.2,44,35,0,20165,5,5,5,"555",5,5,3,"553"
4519,135.95,4,625,0,22101,1,3,3,"133",1,5,1,"151"
4520,44.95,1,793,0,20910,1,1,1,"111",1,1,3,"113"
4521,62.5,3,265,0,22033,3,3,2,"332",3,3,1,"331"
4522,910,13,658,0,20904,1,5,5,"155",1,5,5,"155"
4523,59,1,394,0,21702,2,1,2,"212",2,1,4,"214"
4524,87,3,468,0,20147,2,3,2,"232",2,3,2,"232"
4525,1512.95,9,24,0,8016,5,4,5,"545",5,3,5,"535"
4526,152.95,4,749,0,22405,1,3,3,"133",1,5,2,"152"
4527,66,2,265,0,23233,3,2,2,"322",3,2,2,"322"
4528,507.45,7,58,1,19096,5,4,4,"544",5,2,5,"525"
4529,364.4,12,396,0,20170,2,4,4,"244",2,5,2,"252"
4530,182,5,633,0,19067,1,3,3,"133",1,5,2,"152"
4531,59,2,782,0,21403,1,2,2,"122",1,3,2,"132"
4532,159,1,254,0,8204,3,1,3,"313",3,1,5,"315"
4533,95,2,268,1,8060,3,2,2,"322",3,2,3,"323"
4534,39.5,1,888,0,21204,1,1,1,"111",1,1,3,"113"
4535,1636.65,39,65,1,19111,5,5,5,"555",5,5,3,"553"
4536,25,1,437,0,8090,2,1,1,"211",2,1,1,"211"
4537,263.45,9,144,0,21227,4,4,4,"444",4,3,2,"432"
4538,45,1,269,0,21797,3,1,1,"311",3,1,3,"313"
4539,224,4,132,1,22151,4,3,3,"433",4,2,4,"424"
4540,177,2,321,0,19087,2,2,3,"223",2,2,5,"225"
4541,603.9,13,447,0,22314,2,5,5,"255",2,5,4,"254"
4542,448.5,25,7,0,21286,5,5,4,"554",5,4,1,"541"
4543,19,2,827,0,21771,1,2,1,"121",1,3,1,"131"
4544,590.2,14,61,0,8034,5,5,5,"555",5,3,5,"535"
4545,99,2,113,0,20902,4,2,2,"422",4,1,4,"414"
4546,69,1,259,0,8322,3,1,2,"312",3,1,4,"314"
4547,233.5,4,51,0,8050,5,3,3,"533",5,2,4,"524"
4548,1451.25,37,12,1,21042,5,5,5,"555",5,5,3,"553"
4549,49.45,2,632,0,22192,1,2,1,"121",1,3,1,"131"
4550,44,1,265,0,23233,3,1,1,"311",3,1,3,"313"
4551,109.5,3,570,0,8619,2,3,2,"232",2,3,3,"233"
4552,67,2,47,0,22041,5,2,2,"522",5,1,4,"514"
4553,103.5,3,9,0,21117,5,3,2,"532",5,1,5,"515"
4554,40,1,629,0,20007,1,1,1,"111",1,1,3,"113"
4555,703,9,192,0,20852,4,4,5,"445",4,3,5,"435"
4556,39,1,681,0,19147,1,1,1,"111",1,1,2,"112"
4557,177.9,5,264,0,22209,3,3,3,"333",3,3,4,"334"
4558,1316.2,22,22,1,22407,5,5,5,"555",5,4,5,"545"
4559,49.5,1,633,0,20814,1,1,1,"111",1,1,4,"114"
4560,49,1,953,0,20176,1,1,1,"111",1,1,4,"114"
4561,58.5,2,272,0,18901,3,2,2,"322",3,2,2,"322"
4562,138,3,124,0,8873,4,3,3,"433",4,2,2,"422"
4563,91.5,3,814,0,21061,1,3,2,"132",1,4,3,"143"
4564,1246.25,59,72,0,8330,4,5,5,"455",4,5,3,"453"
4565,63,2,913,0,20850,1,2,2,"122",1,3,2,"132"
4566,453,10,249,0,8759,3,4,4,"344",3,5,2,"352"
4567,69.5,1,684,1,8753,1,1,2,"112",1,2,5,"125"
4568,84,2,743,0,18901,1,2,2,"122",1,3,3,"133"
4569,188.5,6,441,1,19111,2,4,3,"243",2,4,2,"242"
4570,424.5,7,302,1,20878,2,4,4,"244",2,4,5,"245"
4571,172.2,7,588,0,21032,1,4,3,"143",1,5,2,"152"
4572,188.95,2,625,0,19111,1,2,3,"123",1,3,5,"135"
4573,109,4,144,0,22306,4,3,2,"432",4,2,2,"422"
4574,404.5,7,50,0,8057,5,4,4,"544",5,2,5,"525"
4575,266.9,8,99,0,20882,4,4,4,"444",4,3,2,"432"
4576,374.5,10,265,0,21403,3,4,4,"344",3,5,1,"351"
4577,183,5,261,1,20132,3,3,3,"333",3,3,4,"334"
4578,79,2,714,1,8033,1,2,2,"122",1,3,3,"133"
4579,79,1,751,0,18966,1,1,2,"112",1,2,5,"125"
4580,70,2,763,0,22206,1,2,2,"122",1,3,3,"133"
4581,263,5,287,1,8050,2,3,4,"234",2,4,4,"244"
4582,292.45,4,94,1,22182,4,3,4,"434",4,2,5,"425"
4583,244.45,6,333,0,23185,2,4,4,"244",2,4,4,"244"
4584,198,5,23,0,21042,5,3,3,"533",5,2,4,"524"
4585,229.9,7,264,0,19002,3,4,3,"343",3,4,2,"342"
4586,137.95,3,266,0,20120,3,3,3,"333",3,3,3,"333"
4587,93,2,183,1,21210,4,2,2,"422",4,1,4,"414"
4588,282,7,667,0,19087,1,4,4,"144",1,5,4,"154"
4589,76,2,630,0,19446,1,2,2,"122",1,3,3,"133"
4590,188.95,4,36,1,8052,5,3,3,"533",5,2,3,"523"
4591,93.8,4,228,0,8318,3,3,2,"332",3,3,1,"331"
4592,1714.15,30,67,0,24060,4,5,5,"455",4,5,4,"454"
4593,67.45,3,142,0,22207,4,3,2,"432",4,2,1,"421"
4594,695.55,20,431,1,22003,2,5,5,"255",2,5,4,"254"
4595,84.85,5,362,0,8060,2,3,2,"232",2,4,1,"241"
4596,19,1,71,0,21228,4,1,1,"411",4,1,1,"411"
4597,55,1,186,0,22206,4,1,1,"411",4,1,3,"413"
4598,240.95,5,131,0,22407,4,3,4,"434",4,2,4,"424"
4599,214.35,5,134,0,21218,4,3,3,"433",4,2,4,"424"
4600,103.95,2,611,0,20876,1,2,2,"122",1,3,4,"134"
4601,68,3,75,0,8724,4,3,2,"432",4,2,1,"421"
4602,848.15,24,60,0,21076,5,5,5,"555",5,4,4,"544"
4603,521.45,14,259,0,21401,3,5,4,"354",3,5,2,"352"
4604,234,3,691,0,21015,1,3,3,"133",1,4,5,"145"
4605,132.5,3,269,0,20832,3,3,3,"333",3,3,2,"332"
4606,140,6,23,0,22151,5,4,3,"543",5,2,2,"522"
4607,26,1,606,0,22124,1,1,1,"111",1,2,2,"122"
4608,272.95,10,493,0,22044,2,4,4,"244",2,5,1,"251"
4609,36,1,344,0,18966,2,1,1,"211",2,1,3,"213"
4610,34.95,1,606,0,18901,1,1,1,"111",1,2,2,"122"
4611,81.3,6,741,0,20151,1,4,2,"142",1,5,1,"151"
4612,790.75,24,144,1,19010,4,5,5,"455",4,5,1,"451"
4613,1192,32,17,0,22079,5,5,5,"555",5,5,2,"552"
4614,165.5,4,336,0,7728,2,3,3,"233",2,3,4,"234"
4615,105.7,5,245,0,22630,3,3,2,"332",3,3,2,"332"
4616,468,11,271,0,20007,3,4,4,"344",3,5,2,"352"
4617,867.95,22,43,1,8057,5,5,5,"555",5,4,4,"544"
4618,358.65,8,361,0,21146,2,4,4,"244",2,5,2,"252"
4619,79,2,471,0,19010,2,2,2,"222",2,2,4,"224"
4620,372,9,267,0,19128,3,4,4,"344",3,4,4,"344"
4621,95,2,511,0,21208,2,2,2,"222",2,2,4,"224"
4622,49,1,719,0,21074,1,1,1,"111",1,2,4,"124"
4623,214,2,567,0,21784,2,2,3,"223",2,2,5,"225"
4624,77.95,3,141,0,8691,4,3,2,"432",4,2,1,"421"
4625,63,2,79,0,21771,4,2,2,"422",4,1,3,"413"
4626,190.55,9,59,0,22042,5,4,3,"543",5,3,1,"531"
4627,328.5,13,619,0,20833,1,5,4,"154",1,5,4,"154"
4628,201.95,4,606,0,22192,1,3,3,"133",1,5,3,"153"
4629,363,10,44,0,23229,5,4,4,"544",5,3,3,"533"
4630,231,7,256,0,20850,3,4,3,"343",3,4,2,"342"
4631,3224,12,276,0,8690,3,4,5,"345",3,5,5,"355"
4632,19.95,1,717,0,22182,1,1,1,"111",1,2,1,"121"
4633,586,11,3,0,21060,5,4,5,"545",5,3,5,"535"
4634,82,2,923,0,23229,1,2,2,"122",1,3,3,"133"
4635,398,10,156,0,8043,4,4,4,"444",4,3,4,"434"
4636,296,9,271,1,8087,3,4,4,"344",3,4,3,"343"
4637,44,1,312,0,21401,2,1,1,"211",2,1,3,"213"
4638,127,4,757,0,22153,1,3,3,"133",1,5,1,"151"
4639,109,1,377,0,22153,2,1,2,"212",2,1,5,"215"
4640,150.9,7,37,0,22602,5,4,3,"543",5,2,2,"522"
4641,531.6,11,45,1,22066,5,4,4,"544",5,3,5,"535"
4642,304.45,10,207,1,22003,4,4,4,"444",4,3,3,"433"
4643,2919.3,33,62,1,19010,5,5,5,"555",5,5,5,"555"
4644,69.5,3,96,0,20854,4,3,2,"432",4,2,1,"421"
4645,19.5,1,14,0,19020,5,1,1,"511",5,1,1,"511"
4646,0,1,451,0,20147,2,1,1,"211",2,1,1,"211"
4647,322.1,12,311,1,21797,2,4,4,"244",2,5,2,"252"
4648,2778.65,62,9,1,19083,5,5,5,"555",5,5,5,"555"
4649,174.95,3,41,1,22003,5,3,3,"533",5,1,5,"515"
4650,207,3,202,1,22204,4,3,3,"433",4,2,4,"424"
4651,118,2,747,0,18966,1,2,2,"122",1,3,5,"135"
4652,402.7,7,584,0,22101,1,4,4,"144",1,5,5,"155"
4653,88,2,208,0,19446,3,2,2,"322",3,2,3,"323"
4654,92,2,867,0,20016,1,2,2,"122",1,3,4,"134"
4655,422,10,149,1,20120,4,4,4,"444",4,3,4,"434"
4656,125,1,288,0,19002,2,1,3,"213",2,1,5,"215"
4657,49.5,1,264,0,20878,3,1,1,"311",3,1,4,"314"
4658,68.95,2,68,0,22554,4,2,2,"422",4,1,3,"413"
4659,80,3,640,0,22301,1,3,2,"132",1,4,2,"142"
4660,63.95,2,952,0,22153,1,2,2,"122",1,3,2,"132"
4661,138.45,3,607,0,21104,1,3,3,"133",1,4,4,"144"
4662,46.9,2,611,0,22303,1,2,1,"121",1,3,1,"131"
4663,126,3,125,0,21042,4,3,3,"433",4,2,2,"422"
4664,24,1,537,0,19106,2,1,1,"211",2,1,1,"211"
4665,224.8,6,624,0,19154,1,4,3,"143",1,5,3,"153"
4666,1096.75,27,116,1,20151,4,5,5,"455",4,5,3,"453"
4667,78,1,397,0,8054,2,1,2,"212",2,1,5,"215"
4668,39.5,2,32,0,21234,5,2,1,"521",5,1,2,"512"
4669,113.5,4,257,0,22192,3,3,2,"332",3,3,2,"332"
4670,410,8,483,1,22033,2,4,4,"244",2,5,3,"253"
4671,538,2,671,0,20151,1,2,5,"125",1,3,5,"135"
4672,84,2,307,0,8008,2,2,2,"222",2,2,4,"224"
4673,351.95,3,784,0,21075,1,3,4,"134",1,4,5,"145"
4674,592.5,14,212,0,21236,3,5,5,"355",3,5,3,"353"
4675,419.45,13,57,0,8010,5,5,4,"554",5,3,4,"534"
4676,302.8,11,436,0,20906,2,4,4,"244",2,5,1,"251"
4677,83.9,2,649,0,21236,1,2,2,"122",1,3,3,"133"
4678,163.95,3,187,1,21157,4,3,3,"433",4,2,3,"423"
4679,732.55,16,255,0,23233,3,5,5,"355",3,5,4,"354"
4680,29.5,1,265,0,20877,3,1,1,"311",3,1,2,"312"
4681,44.5,2,772,0,20850,1,2,1,"121",1,3,1,"131"
4682,39.5,2,374,0,8648,2,2,1,"221",2,2,1,"221"
4683,225.5,6,621,0,20112,1,4,3,"143",1,5,3,"153"
4684,208,4,267,0,18940,3,3,3,"333",3,3,4,"334"
4685,817.05,25,20,0,20906,5,5,5,"555",5,4,3,"543"
4686,15,1,29,0,8087,5,1,1,"511",5,1,1,"511"
4687,409.55,16,14,0,20901,5,5,4,"554",5,4,1,"541"
4688,998.4,30,85,1,19130,4,5,5,"455",4,5,2,"452"
4689,290.5,8,118,0,8021,4,4,4,"444",4,3,3,"433"
4690,81,3,7,0,8755,5,3,2,"532",5,1,4,"514"
4691,14.95,1,237,0,22193,3,1,1,"311",3,1,1,"311"
4692,327.95,13,444,0,20832,2,5,4,"254",2,5,2,"252"
4693,395,9,2,0,19067,5,4,4,"544",5,3,3,"533"
4694,112,4,627,0,21702,1,3,2,"132",1,5,1,"151"
4695,98,1,273,0,22039,3,1,2,"312",3,1,5,"315"
4696,213.95,6,183,0,8015,4,4,3,"443",4,3,1,"431"
4697,3696.2,49,12,1,8003,5,5,5,"555",5,5,5,"555"
4698,589.5,10,267,1,8033,3,4,5,"345",3,5,3,"353"
4699,107,3,269,0,23185,3,3,2,"332",3,3,2,"332"
4700,467,4,149,1,20147,4,3,4,"434",4,2,5,"425"
4701,895,18,48,1,21210,5,5,5,"555",5,4,4,"544"
