"day","date","quantity","price","revenue","digital_ad","digital_search","print","tv","ln_quantity","ln_price","ln_digital_ad","ln_digital_search","ln_print","ln_tv","lln_quantity","weekdays","ln_digital","pred_quantity"
257,"2018-09-14",60,354.93,21295.8,557,1601,426,6830,4.0943445622221,5.87192058693368,6.32256523992728,7.37838371299671,6.05678401322862,8.82907995256484,4.14313472639153,"Friday",7.67693714581808,63.7551806930426
258,"2018-09-15",61,356.7,21758.7,454,1454,426,7168,4.11087386417331,5.87689509236485,6.11809719804135,7.28207365809346,6.05678401322862,8.87738195465477,4.0943445622221,"Saturday",7.55381085200823,67.9774364916266
259,"2018-09-16",53,362.48,19211.44,373,1378,426,11338,3.97029191355212,5.89296930035888,5.92157841964382,7.2283884515736,6.05678401322862,9.33591519488425,4.11087386417331,"Sunday",7.46794233228585,49.3959738910746
260,"2018-09-17",50,360.36,18018,415,1465,426,10273,3.91202300542815,5.88710353178324,6.0282785202307,7.28961052145117,6.05678401322862,9.23727437321626,3.97029191355212,"Monday",7.539027055824,61.2785375701923
261,"2018-09-18",66,348.33,22989.78,744,1782,426,5271,4.18965474202643,5.85315030630702,6.61204103483309,7.48549160803075,6.05678401322862,8.56997537685521,3.91202300542815,"Tuesday",7.83439230291044,68.7304858916226
262,"2018-09-19",67,354.91,23778.97,766,1716,426,4867,4.20469261939097,5.87186423620674,6.64118216974059,7.44775128004791,6.05678401322862,8.49023300983345,4.18965474202643,"Wednesday",7.81681996576455,64.7488115424408
263,"2018-09-20",59,355.75,20989.25,3640,2232,426,4599,4.07753744390572,5.87422823696996,8.19973896063079,7.7106533235012,6.05678401322862,8.43359416753992,4.20469261939097,"Thursday",8.67795057029435,71.8257713321267
264,"2018-09-21",119,367.66,43751.54,2166,2404,426,6682,4.77912349311153,5.90715859805473,7.68063742756094,7.7848892956551,6.05678401322862,8.8071726229167,4.07753744390572,"Friday",8.42726848388825,63.8491844998423
265,"2018-09-22",96,361.09,34664.64,3675,2118,426,6359,4.56434819146784,5.88912723474016,8.20930841164694,7.65822752616135,6.05678401322862,8.75762641126741,4.77912349311153,"Saturday",8.66440557109662,121.922433832087
266,"2018-09-23",75,362.12,27159,1380,1963,426,11948,4.31748811353631,5.89197564860724,7.22983877815125,7.58222919427646,6.05678401322862,9.388319179336,4.56434819146784,"Sunday",8.1146238864201,72.9421905086507
267,"2018-09-24",76,353.95,26900.2,1273,1855,426,11584,4.33073334028633,5.8691556602202,7.14913159855741,7.52563997504154,6.05678401322862,9.3573801146255,4.31748811353631,"Monday",8.0481491016652,83.8044038543545
268,"2018-09-25",122,355.2,43334.4,2768,2532,426,4925,4.80402104473326,5.87268101111801,7.92588031673756,7.83676478326407,6.05678401322862,8.50207955360619,4.33073334028633,"Tuesday",8.57546209954021,98.1639244780989
269,"2018-09-26",97,354.35,34371.95,1179,2495,426,6586,4.57471097850338,5.87028512525626,7.07242190053737,7.82204400818562,6.05678401322862,8.79270146293631,4.80402104473326,"Wednesday",8.20903626577507,106.115649762075
270,"2018-09-27",142,361.37,51314.54,2062,1932,426,3357,4.95582705760126,5.8899023641979,7.63143166457691,7.56631101477246,6.05678401322862,8.11880299698004,4.57471097850338,"Thursday",8.29254851397576,88.4129569860825
271,"2018-09-28",146,361.04,52711.84,6436,1874,426,5263,4.98360662170834,5.88898875551875,8.76966250811227,7.53583046279837,6.05678401322862,8.56845648535378,4.95582705760126,"Friday",9.02521488784949,127.01628030392
272,"2018-09-29",199,359.82,71604.18,3081,1737,426,6232,5.29330482472449,5.88560390640847,8.03300949859667,7.4599147662411,6.05678401322862,8.73745258755058,4.98360662170834,"Saturday",8.48011418317482,139.040544058305
273,"2018-09-30",265,364.45,96579.25,287,1613,426,11913,5.57972982598622,5.89838936782822,5.65948221575962,7.38585107812521,6.05678401322862,9.38538551979936,5.29330482472449,"Sunday",7.54960916515453,116.637249424315
274,"2018-10-01",148,359.78,53247.44,322,1745,426,11785,4.99721227376411,5.88549273353454,5.77455154554441,7.46450983463653,6.05678401322862,9.37458281537023,5.57972982598622,"Monday",7.63385355968177,198.671224168387
275,"2018-10-02",105,353.6,37128,364,1643,326,2804,4.65396035015752,5.86816633076349,5.89715386763674,7.40427911803727,5.78996017089725,7.93880224815448,4.99721227376411,"Tuesday",7.60439634879634,140.573018481849
276,"2018-10-03",70,344.39,24107.3,536,1738,326,2904,4.24849524204936,5.84177473612738,6.2841341610708,7.46049030582534,5.78996017089725,7.97384437594469,4.65396035015752,"Wednesday",7.72929567431048,88.4325752214831
277,"2018-10-04",71,325.48,23109.08,309,1618,326,3114,4.26267987704132,5.78530101582846,5.73334127689775,7.38894609761844,5.78996017089725,8.04366335239394,4.24849524204936,"Thursday",7.56371966841437,68.4770955547726
278,"2018-10-05",51,344.6,17574.6,540,1458,326,2757,3.93182563272433,5.84238432409383,6.29156913955832,7.2848209125686,5.78996017089725,7.9218984110238,4.26267987704132,"Friday",7.5999019592085,66.7501109641309
279,"2018-10-06",47,350.73,16484.31,963,1394,326,4388,3.85014760171006,5.86001669668684,6.87005341179813,7.23993259132047,5.78996017089725,8.38662882139512,3.93182563272433,"Saturday",7.76514490293613,60.3700474206091
280,"2018-10-07",40,362.3,14492,679,1312,326,6434,3.68887945411394,5.89247259790103,6.5206211275587,7.17930796950403,5.78996017089725,8.76935170779897,3.85014760171006,"Sunday",7.5963923040642,40.0463310036096
281,"2018-10-08",40,349.67,13986.8,327,1468,326,7372,3.68887945411394,5.85698985257121,5.78996017089725,7.29165620917446,5.78996017089725,8.90544431878971,3.68887945411394,"Monday",7.49276030092238,49.4958487438829
282,"2018-10-09",55,345.29,18990.95,1032,1357,326,3082,4.00733318523247,5.84438464365223,6.93925394604151,7.21303165983487,5.78996017089725,8.03333401588006,3.68887945411394,"Tuesday",7.77863014732581,56.6218707451672
283,"2018-10-10",52,344.55,17916.6,972,1318,326,3512,3.95124371858143,5.84223921780322,6.87935580446044,7.18387071506245,5.78996017089725,8.16394095475501,4.00733318523247,"Wednesday",7.73630709654828,55.99231329098
284,"2018-10-11",50,361.95,18097.5,946,1528,326,2560,3.91202300542815,5.89150608073915,6.85224256905188,7.33171496972647,5.78996017089725,7.84776253747361,3.95124371858143,"Thursday",7.81359155295243,52.8149730665614
285,"2018-10-12",43,359.33,15451.19,746,1482,326,2375,3.76120011569356,5.88424118631996,6.61472560020376,7.30114780585603,5.78996017089725,7.77275271646874,3.91202300542815,"Friday",7.70885960104718,50.8021437771509
286,"2018-10-13",45,345.46,15545.7,752,1373,326,2448,3.80666248977032,5.84487686226514,6.62273632394984,7.22475340576797,5.78996017089725,7.80302664363222,3.76120011569356,"Saturday",7.66152708135852,51.9135139525269
287,"2018-10-14",36,360.61,12981.96,783,1291,326,5553,3.58351893845611,5.88779704194322,6.6631326959908,7.16317239084664,5.78996017089725,8.62209360124161,3.80666248977032,"Sunday",7.63723438878947,38.7966549050173
288,"2018-10-15",47,356.03,16733.41,748,1513,326,5621,3.85014760171006,5.87501499696446,6.61740297797448,7.32184971378836,5.78996017089725,8.63426486300208,3.58351893845611,"Monday",7.72356247227797,45.8217494268013
289,"2018-10-16",52,354.68,18443.36,760,1789,326,2736,3.95124371858143,5.87121597451181,6.63331843328038,7.48941208350872,5.78996017089725,7.91425227874244,3.85014760171006,"Tuesday",7.84345640437612,62.68601409071
290,"2018-10-17",47,356.7,16764.9,938,1695,326,2908,3.85014760171006,5.87689509236485,6.84374994900622,7.43543801981455,5.78996017089725,7.97522083865341,3.95124371858143,"Wednesday",7.87587915949631,52.9636750009888
291,"2018-10-18",45,356.84,16057.8,1256,1637,326,2700,3.80666248977032,5.87728750204558,7.13568734702814,7.40062057737113,5.78996017089725,7.90100705199242,3.85014760171006,"Thursday",7.97004930497614,50.3418580385194
292,"2018-10-19",69,358.7,24750.3,983,1616,326,2564,4.23410650459726,5.88248638453824,6.89060912014717,7.38770923908104,5.78996017089725,7.84932381804056,3.80666248977032,"Friday",7.86288203464149,47.9788475425372
293,"2018-10-20",52,357.44,18586.88,981,1618,326,2046,3.95124371858143,5.87896751588084,6.88857245956536,7.38894609761844,5.78996017089725,7.62364194651157,4.23410650459726,"Saturday",7.86288203464149,72.3698010271201
294,"2018-10-21",40,368.42,14736.8,947,1551,326,4714,3.68887945411394,5.90922359172407,6.85329909318608,7.34665516317654,5.78996017089725,8.45829208349608,3.95124371858143,"Sunday",7.82324569068552,42.9594416994047
295,"2018-10-22",44,358.14,15758.16,1164,1685,326,4448,3.78418963391826,5.88092397140861,7.05961762829138,7.42952084278646,5.78996017089725,8.40020983593042,3.68887945411394,"Monday",7.95472333449791,49.8027545009746
296,"2018-10-23",52,364.55,18956.6,1285,1848,326,3246,3.95124371858143,5.89866371625244,7.15851399732932,7.52185925220163,5.78996017089725,8.08517874807454,3.78418963391826,"Tuesday",8.04974629095219,60.4707612242215
297,"2018-10-24",47,354.96,16683.12,1283,1835,326,4676,3.85014760171006,5.87200510707065,7.15695636461564,7.51479976048867,5.78996017089725,8.45019832259196,3.95124371858143,"Wednesday",8.04494704961772,55.1375785221049
298,"2018-10-25",48,364.6,17500.8,1249,1963,326,2800,3.87120101090789,5.89880086224456,7.13009851012558,7.58222919427646,5.78996017089725,7.9373746961633,3.85014760171006,"Thursday",8.07464907506665,50.3063914282427
299,"2018-10-26",48,360.81,17318.88,1443,1784,326,3347,3.87120101090789,5.88835150399064,7.27447955877387,7.48661331313996,5.78996017089725,8.11581970121133,3.87120101090789,"Friday",8.07930819205196,51.7431010744142
300,"2018-10-27",50,348.7,17435,1423,1571,326,3519,3.91202300542815,5.85421195368161,7.26052259808985,7.35946763825562,5.78996017089725,8.16593213732158,3.87120101090789,"Saturday",8.00436556497957,58.6788563249695
301,"2018-10-28",35,361.17,12640.95,1676,1439,326,5014,3.55534806148941,5.88934876161504,7.42416528104203,7.27170370688737,5.78996017089725,8.51998927871824,3.91202300542815,"Sunday",8.04398443122155,43.2251378297578
302,"2018-10-29",37,361.5,13375.5,1026,1560,326,6179,3.61091791264422,5.89026204159882,6.93342302573071,7.35244110024358,5.78996017089725,8.72891172506098,3.55534806148941,"Monday",7.8578675593318,45.2720919619028
303,"2018-10-30",43,362.28,15578.04,966,1731,326,2699,3.76120011569356,5.89241739350675,6.87316383421252,7.45645455517621,5.78996017089725,7.900636613018,3.61091791264422,"Tuesday",7.89989532313973,52.3730460040167
304,"2018-10-31",49,363.75,17823.75,2483,1654,326,4253,3.89182029811063,5.8964668184857,7.81722278550817,7.41095187558364,5.78996017089725,8.35537989525363,3.76120011569356,"Wednesday",8.32772616646141,48.4707353242622
305,"2018-11-01",45,370.14,16656.3,2415,1452,326,2977,3.80666248977032,5.9138813124496,7.78945456608667,7.28069719538474,5.78996017089725,7.99867136101578,3.89182029811063,"Thursday",8.2602342916073,52.4430347902091
306,"2018-11-02",49,357.88,17536.12,1098,1601,396,3100,3.89182029811063,5.8801977346794,7.00124562206948,7.37838371299671,5.98393628068719,8.03915739047324,3.80666248977032,"Friday",7.900636613018,48.9160786909916
307,"2018-11-03",47,345.81,16253.07,803,1615,396,3008,3.85014760171006,5.84588949128103,6.68835471394676,7.38709023565676,5.98393628068719,8.00903068506973,3.89182029811063,"Saturday",7.79069603117474,58.5833134148731
308,"2018-11-04",47,362.57,17040.79,805,1597,396,5400,3.85014760171006,5.89321755910093,6.69084227741856,7.37588214821501,5.98393628068719,8.59415423255237,3.85014760171006,"Sunday",7.78405700263993,40.6422969917377
309,"2018-11-05",48,359.26,17244.48,2186,1817,396,6028,3.87120101090789,5.88404636034069,7.68982866873648,7.50494206839617,5.98393628068719,8.70417055974639,3.85014760171006,"Monday",8.29479935899257,58.7855151617665
310,"2018-11-06",54,356.03,19225.62,2194,1897,396,3266,3.98898404656427,5.87501499696446,7.69348164083518,7.54802896993501,5.98393628068719,8.09132127353041,3.87120101090789,"Tuesday",8.3165447179294,67.2894795051758
311,"2018-11-07",45,351.91,15835.95,2156,1741,396,4049,3.80666248977032,5.86337546108775,7.67600993202889,7.46221493976819,5.98393628068719,8.30622521603216,3.98898404656427,"Wednesday",8.26796230533871,58.0775589161223
312,"2018-11-08",54,354.54,19145.16,2714,2009,396,5612,3.98898404656427,5.87082117458564,7.90617884039481,7.60539236481493,5.98393628068719,8.63266244122235,3.80666248977032,"Thursday",8.46019946989612,53.3027179922338
313,"2018-11-09",54,353.19,19072.26,2185,2031,396,9099,3.98898404656427,5.86700615575822,7.68937110752969,7.61628356158038,5.98393628068719,9.11591979635669,3.98898404656427,"Friday",8.3466420902212,61.542265065111
314,"2018-11-10",55,346.22,19042.1,2715,1905,396,8777,4.00733318523247,5.84707441114858,7.90654723236804,7.5522372875608,5.98393628068719,9.07988994259212,3.98898404656427,"Saturday",8.43814998407578,70.0361495401947
315,"2018-11-11",46,364.61,16772.06,2558,1770,396,9150,3.8286413964891,5.89882828918605,7.84698098213879,7.47873482556787,5.98393628068719,9.12150915826957,4.00733318523247,"Sunday",8.37286082052632,49.095174509666
316,"2018-11-12",45,361.45,16265.25,2130,1892,396,9894,3.80666248977032,5.89012371944631,7.66387725870347,7.54538974961182,5.98393628068719,9.19968379178765,3.8286413964891,"Monday",8.2995345703326,59.0378360921141
317,"2018-11-13",60,356.88,21412.8,2426,2042,396,5804,4.0943445622221,5.87739959082001,7.793999089504,7.62168499872461,5.98393628068719,8.66630261400408,3.80666248977032,"Tuesday",8.40469616018909,66.4013356438133
318,"2018-11-14",51,355.57,18134.07,2725,2008,396,8498,3.93182563272433,5.87372213562643,7.91022370709734,7.60489448081162,5.98393628068719,9.04758612067476,4.0943445622221,"Wednesday",8.46231452990625,65.6270084309763
319,"2018-11-15",51,348.6,17778.6,2748,2074,396,8607,3.93182563272433,5.85392513308592,7.91862865334224,7.63723438878947,5.98393628068719,9.06033110464947,3.93182563272433,"Thursday",8.48094405874112,60.1750579679923
320,"2018-11-16",49,370.22,18140.78,3111,2026,396,9561,3.89182029811063,5.91409742353154,8.04269949689764,7.61381868480863,5.98393628068719,9.16544760308545,3.93182563272433,"Friday",8.54422453046727,58.7145335306484
321,"2018-11-17",58,352.21,20428.18,2934,1922,396,12298,4.06044301054642,5.86422758861758,7.98412195870293,7.56112158953024,5.98393628068719,9.41719192651341,3.89182029811063,"Saturday",8.48797033273933,65.9866724386193
322,"2018-11-18",51,369.54,18846.54,5468,1816,396,17773,3.93182563272433,5.91225898892701,8.60666819784384,7.50439155916124,5.98393628068719,9.78543573075999,4.06044301054642,"Sunday",8.8934354408475,54.7757504905915
323,"2018-11-19",51,346.65,17679.15,896,1945,396,9518,3.93182563272433,5.8483156253885,6.79794041297493,7.57301725605255,5.98393628068719,9.16094002168106,3.93182563272433,"Monday",7.95191138185419,62.9299132138097
324,"2018-11-20",76,332.14,25242.64,2384,2124,396,8712,4.33073334028633,5.80555656677861,7.77653502818524,7.66105638236183,5.98393628068719,9.0724566646128,3.93182563272433,"Tuesday",8.41360887515967,77.1481374223333
325,"2018-11-21",74,332.4,24597.6,3740,2076,396,11913,4.30406509320417,5.80633906298129,8.22684089040858,7.63819824428578,5.98393628068719,9.38538551979936,4.33073334028633,"Wednesday",8.66836801921336,83.663871291935
326,"2018-11-22",78,345.6,26956.8,9757,1921,396,8222,4.35670882668959,5.8452820369299,9.18574025510795,7.56060116276856,5.98393628068719,9.01456876745782,4.30406509320417,"Thursday",9.36546200884348,85.65425238966
327,"2018-11-23",74,348.37,25779.38,10991,1932,396,2420,4.30406509320417,5.85326513334892,9.3048320350689,7.56631101477246,5.98393628068719,7.79152281915073,4.35670882668959,"Friday",9.46676394852519,84.3944509080488
328,"2018-11-24",676,354.52,239655.52,10266,2919,396,11552,6.51619307604296,5.8707647618702,9.23659274312025,7.97899637085411,5.98393628068719,9.35461386113261,4.30406509320417,"Saturday",9.48683509878739,96.8014360099484
329,"2018-11-25",191,350.82,67006.62,751,2230,396,17447,5.25227342804663,5.86027327141563,6.62140565176413,7.70975686445416,5.98393628068719,9.7669229930799,6.51619307604296,"Sunday",8.00001409367807,304.62585022286
330,"2018-11-26",281,340.22,95601.82,32859,2663,396,16936,5.63835466933375,5.82959246718144,10.3999809589919,7.88720858581393,5.98393628068719,9.7371968128147,5.25227342804663,"Monday",10.4779075018273,213.786345476787
331,"2018-11-27",1286,337.93,434577.98,11024,4706,396,12327,7.15929190479756,5.82283877344301,9.30782999325344,8.45659356928731,5.98393628068719,9.41954725755152,5.63835466933375,"Tuesday",9.66332499605232,298.271495054462
332,"2018-11-28",366,337.06,123363.96,1717,2934,396,7845,5.90263333340137,5.82026095604787,7.44833386089748,7.98412195870293,5.98393628068719,8.96763166516713,7.15929190479756,"Wednesday",8.4448375292241,612.88015391124
333,"2018-11-29",128,335.94,43000.32,577,2627,396,9360,4.85203026391962,5.81693257258886,6.3578422665081,7.87359778968554,5.98393628068719,9.14420056947164,5.90263333340137,"Thursday",8.07215530818825,245.846968897693
334,"2018-11-30",109,337.11,36744.99,1193,2982,396,12018,4.69134788222914,5.82040928658792,7.08422642209792,8.00034949532468,5.98393628068719,9.39416080489387,4.85203026391962,"Friday",8.33686963728496,119.092025535157
335,"2018-12-01",130,334.55,43491.5,1177,2505,396,11960,4.86753445045558,5.81278634522883,7.07072410726028,7.82604401351897,5.98393628068719,9.38932302750462,4.69134788222914,"Saturday",8.21121136179302,117.654451234375
336,"2018-12-02",90,334.8,30132,1022,2454,408,25053,4.49980967033027,5.81353333861532,6.92951677076365,7.80547462527086,6.0137151560428,10.1287488598213,4.86753445045558,"Sunday",8.15363748638528,98.352510622253
337,"2018-12-03",94,335.03,31492.82,1009,2465,408,17502,4.54329478227,5.81422008005431,6.91671502035361,7.80994708647679,6.0137151560428,9.77007043909578,4.49980967033027,"Monday",8.15306194680105,101.302891338573
338,"2018-12-04",109,333.54,36355.86,1263,2770,408,8896,4.69134788222914,5.80976279819343,7.14124512235049,7.92660259918138,6.0137151560428,9.09335701649036,4.54329478227,"Tuesday",8.30226579487337,118.594141364858
339,"2018-12-05",148,339.94,50311.12,1326,2812,408,13886,4.99721227376411,5.82876913144921,7.18992217074581,7.94165125293056,6.0137151560428,9.53863641731322,4.69134788222914,"Wednesday",8.32796785830549,104.645301253098
340,"2018-12-06",118,339.12,40016.16,1243,2767,408,10619,4.77068462446567,5.82635402704438,7.12528309151071,7.92551897978693,6.0137151560428,9.27040012840385,4.99721227376411,"Thursday",8.29654652030061,130.870104844897
341,"2018-12-07",107,335.05,35850.35,1195,2457,408,13854,4.67282883446191,5.81427977441918,7.08590146436561,7.80669637252118,6.0137151560428,9.53632927858255,4.77068462446567,"Friday",8.20303024171486,112.136536955602
342,"2018-12-08",692,224.29,155208.68,1056,2192,408,12156,6.53958595561767,5.41293985738473,6.96224346426621,7.69256964806791,6.0137151560428,9.40557815403668,4.67282883446191,"Saturday",8.08579470128157,143.843977743962
343,"2018-12-09",128,338.05,43270.4,1055,2277,408,23682,4.85203026391962,5.82319381353669,6.96129604591017,7.73061406606374,6.0137151560428,10.0724705448909,6.53958595561767,"Sunday",8.11132800328673,324.405599529044
344,"2018-12-10",200,337.39,67478,1035,2551,408,18137,5.29831736654804,5.82123953126126,6.94215670569947,7.84424071814181,6.0137151560428,9.80570932961742,4.85203026391962,"Monday",8.18479265416508,130.668820580697
345,"2018-12-11",230,337.38,77597.4,1187,4210,408,10993,5.4380793089232,5.82120989153217,7.07918439460967,8.34521792667643,6.0137151560428,9.30501398557886,5.29831736654804,"Tuesday",8.59359852261864,210.669672898187
346,"2018-12-12",280,319.98,89594.4,1383,3302,408,14938,5.63478960316925,5.76825849384057,7.23201033166476,8.10228362448007,6.0137151560428,9.61166358091701,5.4380793089232,"Wednesday",8.45212119467252,188.234961646215
347,"2018-12-13",690,224.97,155229.3,1596,3143,408,9330,6.5366915975913,5.41596705998141,7.37525577800975,8.05293303679757,6.0137151560428,9.14099029384139,5.63478960316925,"Thursday",8.46358142196759,263.376006683675
348,"2018-12-14",173,316.12,54688.76,1548,2427,408,11810,5.15329159449778,5.75612188833677,7.34471905414967,7.7944112057266,6.0137151560428,9.37670190919141,6.5366915975913,"Friday",8.28778002708843,414.038287807996
349,"2018-12-15",237,318.56,75498.72,830,2270,408,10686,5.46806014113513,5.76381084031589,6.72142570079064,7.72753511047545,6.0137151560428,9.27668975251772,5.15329159449778,"Saturday",8.03915739047324,165.341912286263
350,"2018-12-16",196,317.92,62312.32,765,2390,408,21978,5.27811465923052,5.76179977880351,6.63987583382654,7.77904864492556,6.0137151560428,9.99779723200687,5.46806014113513,"Sunday",8.05674377497531,153.776104582466
351,"2018-12-17",245,317.84,77870.8,561,2676,408,14646,5.50125821054473,5.76154811150634,6.3297209055227,7.89207842124812,6.0137151560428,9.59192253962101,5.27811465923052,"Monday",8.08240225392624,180.188504986478
352,"2018-12-18",246,315.02,77494.92,4619,2547,408,8713,5.50533153593236,5.75263612887359,8.43793351043061,7.84267147497946,6.0137151560428,9.07257144223129,5.50125821054473,"Tuesday",8.8771028978649,257.406253813288
353,"2018-12-19",280,318.47,89171.6,3198,2519,408,10418,5.63478960316925,5.76352827905315,8.0702808933939,7.83161727635261,6.0137151560428,9.25129035830514,5.50533153593236,"Wednesday",8.65119947126397,198.487174330326
354,"2018-12-20",216,317.2,68515.2,3022,2445,408,12092,5.37527840768417,5.75953248976069,8.01367414283268,7.80180040190897,6.0137151560428,9.40029935589935,5.63478960316925,"Thursday",8.606485298895,222.739158817732
355,"2018-12-21",303,296.34,89791.02,7859,2462,408,13148,5.71373280550937,5.69150744378059,8.96941465086618,7.8087293067444,6.0137151560428,9.48402493478411,5.37527840768417,"Friday",9.24193593356593,204.038976791571
356,"2018-12-22",402,298.15,119856.3,6381,2194,408,12780,5.99645208861902,5.69759671556911,8.76108010386835,7.69348164083518,6.0137151560428,9.45563672793152,5.71373280550937,"Saturday",9.05660627203414,284.770686472758
357,"2018-12-23",192,275.81,52955.52,6009,2055,408,24216,5.25749537202778,5.61971222285998,8.70101362433393,7.62803112693033,6.0137151560428,10.0947688507016,5.99645208861902,"Sunday",8.99516499031115,267.077126310356
358,"2018-12-24",208,274.45,57085.6,6333,1061,408,21147,5.33753807970132,5.6147690949959,8.75352933651643,6.96696713861398,6.0137151560428,9.95925333044199,5.25749537202778,"Monday",8.90842413949658,211.642783227266
359,"2018-12-25",208,262.5,54600,6555,887,408,6597,5.33753807970132,5.57025108203168,8.7879833961978,6.78784498230958,6.0137151560428,8.79437027922287,5.33753807970132,"Tuesday",8.91489490890657,251.054968086316
360,"2018-12-26",161,220.72,35535.92,2138,945,408,5779,5.08140436498446,5.39689492990903,7.66762609158499,6.85118492749374,6.0137151560428,8.66198593631778,5.33753807970132,"Wednesday",8.03365842788615,198.570579288799
361,"2018-12-27",151,280.79,42399.29,1762,2880,408,19867,5.01727983681492,5.6376070589819,7.47420480649612,7.96554557312999,6.0137151560428,9.89681534276806,5.08140436498446,"Thursday",8.44290058683438,161.275457395876
362,"2018-12-28",134,282.49,37853.66,3178,2858,408,15957,4.89783979995091,5.64364315172987,8.06400734709666,7.95787735848981,6.0137151560428,9.67765288341043,5.01727983681492,"Friday",8.70549681988774,155.440695663847
363,"2018-12-29",217,292.7,63515.9,3648,2245,408,15973,5.37989735354046,5.67914819369784,8.20193435119422,7.71646080017636,6.0137151560428,9.67865507578996,4.89783979995091,"Saturday",8.68152048483791,155.920806186142
364,"2018-12-30",278,299.57,83280.46,1411,1881,408,24502,5.62762111369064,5.70234811311802,7.25205395185281,7.53955882930103,6.0137151560428,10.1065100258541,5.37989735354046,"Sunday",8.09925056179696,150.539496181804
365,"2018-12-31",163,299.18,48766.34,580,1894,408,25299,5.09375020080676,5.70104539894631,6.36302810354046,7.54644627374602,6.0137151560428,10.1385201482428,5.62762111369064,"Monday",7.81359155295243,239.868530442646
366,"2019-01-01",308,303.76,93558.08,1317,1572,408,4352,5.73009978297357,5.71623791592355,7.18311170174328,7.36010397298915,6.0137151560428,8.37839078853578,5.09375020080676,"Tuesday",7.96866570046623,174.380179101836
367,"2019-01-02",108,304.21,32854.68,1496,1802,251,6741,4.68213122712422,5.71771825239468,7.31055015853442,7.49665243816828,5.52942908751142,8.81596356085344,5.73009978297357,"Wednesday",8.10107150311954,219.837421218671
368,"2019-01-03",120,294.75,35370,534,1925,251,5752,4.78749174278205,5.68612753941748,6.2803958389602,7.56268124672188,5.52942908751142,8.65730289940088,4.68213122712422,"Thursday",7.80751004221619,103.302480594758
369,"2019-01-04",91,318.01,28938.91,499,1958,251,5967,4.51085950651685,5.76208282882663,6.21260609575152,7.57967882309046,5.52942908751142,8.69399956752208,4.78749174278205,"Friday",7.80669637252118,106.816006831967
370,"2019-01-05",87,319.89,27830.43,477,1818,251,6225,4.46590811865458,5.7679771866982,6.16751649088834,7.50549227473742,5.52942908751142,8.73632872133291,4.51085950651685,"Saturday",7.73848812249465,97.0555718529115
371,"2019-01-06",74,330.24,24437.76,451,1672,251,11875,4.30406509320417,5.79981966285314,6.11146733950268,7.42177579364465,5.52942908751142,9.38219062890284,4.46590811865458,"Sunday",7.66058546170326,67.5016439125482
372,"2019-01-07",80,330.46,26436.8,450,1828,251,13564,4.38202663467388,5.80048562322284,6.10924758276437,7.5109777520141,5.52942908751142,9.51517450324553,4.30406509320417,"Monday",7.73105314400713,83.038315576129
373,"2019-01-08",99,326.36,32309.64,458,1941,251,4980,4.59511985013459,5.7880010665606,6.12686918411419,7.57095858316901,5.52942908751142,8.5131851700187,4.38202663467388,"Tuesday",7.78280726283969,97.7371149284368
374,"2019-01-09",93,332.55,30927.15,480,1888,251,3668,4.53259949315326,5.80679022473043,6.17378610390194,7.54327334670545,5.52942908751142,8.20740183337636,4.59511985013459,"Wednesday",7.7698009960039,87.0148307925248
375,"2019-01-10",72,336.5,24228,596,1925,251,4432,4.27666611901606,5.81859814908478,6.39024066706535,7.56268124672188,5.52942908751142,8.39660622842712,4.53259949315326,"Thursday",7.83241092718792,85.2754917656563
376,"2019-01-11",72,337.88,24327.36,767,1892,251,4221,4.27666611901606,5.8226908028593,6.64248680136726,7.54538974961182,5.52942908751142,8.3478273457825,4.27666611901606,"Friday",7.88570539124302,70.8300643343432
377,"2019-01-12",65,334.7,21755.5,635,1577,251,5250,4.17438726989564,5.81323460821728,6.45362499889269,7.36327958696304,5.52942908751142,8.56598335558567,4.27666611901606,"Saturday",7.70165236264223,79.0302743525519
378,"2019-01-13",53,342.39,18146.67,776,1608,251,9512,3.97029191355212,5.83595043823362,6.65415252018322,7.38274644973891,5.52942908751142,9.16030943837062,4.17438726989564,"Sunday",7.77653502818524,53.6394446212182
379,"2019-01-14",55,338.78,18632.9,829,1792,251,13740,4.00733318523247,5.82535092915824,6.7202201551353,7.49108759353488,5.52942908751142,9.52806656577634,3.97029191355212,"Monday",7.87131120332341,65.2568104901175
380,"2019-01-15",70,342.66,23986.2,1454,1881,251,6147,4.24849524204936,5.83673870190483,7.28207365809346,7.53955882930103,5.52942908751142,8.72371943690701,4.00733318523247,"Tuesday",8.11222795834972,75.5674836807188
381,"2019-01-16",67,340.52,22814.84,918,1850,251,4540,4.20469261939097,5.83047386101586,6.82219739062049,7.52294091807237,5.52942908751142,8.42068229103539,4.24849524204936,"Wednesday",7.92588031673756,68.5233528695573
382,"2019-01-17",62,344.78,21376.36,845,1843,251,4604,4.12713438504509,5.84290653246683,6.73933662735717,7.51914995766982,5.52942908751142,8.43468076984177,4.20469261939097,"Thursday",7.89655270164304,66.9241134683619
383,"2019-01-18",64,341.45,21852.8,686,1774,251,4968,4.15888308335967,5.8332012554071,6.53087762772588,7.48099216286952,5.52942908751142,8.51077262361331,4.12713438504509,"Friday",7.80791662892641,63.235529183013
